100.000000	0.126000	0
99.941610	0.134190	0
99.766580	0.158700	0
99.475320	0.199380	0
99.068500	0.255950	0
98.547090	0.328040	0
97.912290	0.415190	0
97.165590	0.516850	0
96.308730	0.632380	0
95.343720	0.761080	0
94.272800	0.902170	0
93.098490	1.054850	0
91.823510	1.218230	0
90.450850	1.391430	0
88.983720	1.573510	0
87.425540	1.763530	0
85.779950	1.960510	0
84.050790	2.163470	0
82.242110	2.371420	0
80.358130	2.583370	0
78.403240	2.798280	0
76.382020	3.015150	0
74.299170	3.232940	0
72.159580	3.450580	0
69.968230	3.667000	0
67.730250	3.881090	0
65.450850	4.091740	0
63.135370	4.297780	0
60.789210	4.498020	0
58.417860	4.691240	0
56.026830	4.876190	0
53.621740	5.051610	0
51.208190	5.216200	0
48.791810	5.368660	0
46.378260	5.507690	0
43.973170	5.632000	0
41.582150	5.740330	0
39.210790	5.831450	0
36.864630	5.904190	0
34.549150	5.957470	0
32.269760	5.990280	0
30.031770	6.001720	0
27.840420	5.991020	0
25.700830	5.957550	0
23.617990	5.900810	0
21.596760	5.820480	0
19.641870	5.716400	0
17.757890	5.588560	0
15.949210	5.437150	0
14.220050	5.262510	0
12.574460	5.065130	0
11.016280	4.845670	0
9.549150	4.604890	0
8.176490	4.343710	0
6.901520	4.063100	0
5.727200	3.764140	0
4.656280	3.447920	0
3.691270	3.115590	0
2.834410	2.768270	0
2.087710	2.407060	0
1.452910	2.033000	0
0.931490	1.647060	0
0.524680	1.250110	0
0.233420	0.842890	0
0.058390	0.426030	0
0.000000	0.000000	0
0.058390	-0.426030	0
0.233420	-0.842890	0
0.524680	-1.250110	0
0.931490	-1.647060	0
1.452910	-2.033000	0
2.087710	-2.407060	0
2.834410	-2.768270	0
3.691270	-3.115590	0
4.656280	-3.447920	0
5.727200	-3.764140	0
6.901520	-4.063100	0
8.176490	-4.343710	0
9.549150	-4.604890	0
11.016280	-4.845670	0
12.574460	-5.065130	0
14.220050	-5.262510	0
15.949210	-5.437150	0
17.757890	-5.588560	0
19.641870	-5.716400	0
21.596760	-5.820480	0
23.617990	-5.900810	0
25.700830	-5.957550	0
27.840420	-5.991020	0
30.031770	-6.001720	0
32.269760	-5.990280	0
34.549150	-5.957470	0
36.864630	-5.904190	0
39.210790	-5.831450	0
41.582150	-5.740330	0
43.973170	-5.632000	0
46.378260	-5.507690	0
48.791810	-5.368660	0
51.208190	-5.216200	0
53.621740	-5.051610	0
56.026830	-4.876190	0
58.417860	-4.691240	0
60.789210	-4.498020	0
63.135370	-4.297780	0
65.450850	-4.091740	0
67.730250	-3.881090	0
69.968230	-3.667000	0
72.159580	-3.450580	0
74.299170	-3.232940	0
76.382020	-3.015150	0
78.403240	-2.798280	0
80.358130	-2.583370	0
82.242110	-2.371420	0
84.050790	-2.163470	0
85.779950	-1.960510	0
87.425540	-1.763530	0
88.983720	-1.573510	0
90.450850	-1.391430	0
91.823510	-1.218230	0
93.098490	-1.054850	0
94.272800	-0.902170	0
95.343720	-0.761080	0
96.308730	-0.632380	0
97.165590	-0.516850	0
97.912290	-0.415190	0
98.547090	-0.328040	0
99.068500	-0.255950	0
99.475320	-0.199380	0
99.766580	-0.158700	0
99.941610	-0.134190	0
100.000000	-0.126000	0
